date,ticker,type,direction,detail,price,entry_price,result_5,result_10,current_pct,max_drawdown_pct,days_to_5,days_to_10
2026-03-02,XOM,rel_strength,buy,"New 20-day high (+2.4% above prev, 1.4x vol)",153.18,154.38,loss,loss,3.67,-5.0,,
2026-03-17,XOM,macd,buy,MACD bullish crossover (above SMA20),157.74,158.58,win,win,-2.15,-5.44,8,9
2026-03-20,XOM,rel_strength,buy,"New 20-day high (+1.2% above prev, 2.5x vol)",158.59,155.07,win,win,-2.23,-3.29,2,6
2026-04-01,XOM,adjusted_drop,buy,"Market-adjusted drop -5.99% (stock -5.23%, market +0.75%)",159.7,163.38,loss,loss,-8.49,-13.69,,
2026-04-30,XOM,macd,buy,MACD bullish crossover (above SMA20),153.29,151.58,win,loss,2.45,-5.69,12,
2026-02-04,BTBT,adjusted_drop,buy,"Market-adjusted drop -7.81% (stock -8.29%, market -0.48%)",1.77,1.7,win,win,5.01,-12.09,2,3
2026-02-18,BTBT,adjusted_drop,buy,"Market-adjusted drop -5.18% (stock -4.68%, market +0.50%)",1.63,1.61,win,win,1.24,-2.48,2,5
2026-02-25,BTBT,macd,buy,MACD bullish crossover (above SMA20),1.81,1.82,loss,loss,-10.99,-13.19,,
2026-04-22,BTBT,rel_strength,buy,"New 20-day high (+4.8% above prev, 1.4x vol)",1.66,1.64,win,win,23.4,-13.07,9,10
2026-05-05,BTBT,rel_strength,buy,"New 20-day high (+3.4% above prev, 1.7x vol)",1.79,1.84,win,win,10.33,-11.41,1,4
2026-05-11,BTBT,gap_and_go,buy,Gap up +3.6% on 2.9x volume,2.15,2.08,win,loss,-4.81,-21.63,3,
2026-01-29,APLD,adjusted_drop,buy,"Market-adjusted drop -5.15% (stock -5.35%, market -0.20%)",38.07,37.22,win,loss,-21.97,-25.78,7,
2026-01-30,APLD,sector_drop,buy,"Sector-adjusted drop -10.49% (stock -11.01%, BITO -0.51%)",33.88,33.44,win,win,-10.3,-17.42,1,6
2026-02-13,APLD,sector_drop,buy,"Sector-adjusted drop -7.55% (stock -2.46%, BITO +5.09%)",35.28,34.25,loss,loss,-21.08,-28.73,,
2026-02-17,APLD,adjusted_drop,buy,"Market-adjusted drop -5.04% (stock -4.88%, market +0.16%)",33.56,31.32,win,loss,-12.52,-22.06,1,
2026-04-08,APLD,volume_spike,buy,Volume spike 2.3x (dip in uptrend),27.79,26.05,win,win,25.47,-3.76,1,4
2026-04-08,APLD,gap_and_go,buy,Gap up +13.0% on 2.3x volume,27.79,26.05,win,win,25.47,-3.76,1,4
2026-04-14,APLD,rel_strength,buy,"New 20-day high (+8.6% above prev, 1.9x vol)",31.47,31.44,win,win,26.84,-6.42,5,7
2026-04-23,APLD,gap_and_go,buy,Gap up +7.3% on 2.4x volume,36.35,37.47,win,win,24.66,-18.57,8,9
2026-04-23,APLD,rel_strength,buy,"New 20-day high (+9.1% above prev, 2.4x vol)",36.35,37.47,win,win,24.66,-18.57,8,9
2026-04-23,APLD,confluence,buy,"Confluence (2): gap_and_go, rel_strength",36.35,37.47,win,win,24.66,-18.57,8,9
2026-05-07,APLD,adjusted_drop,buy,"Market-adjusted drop -5.82% (stock -6.13%, market -0.31%)",41.53,42.4,win,win,11.51,-15.85,2,5
2026-02-03,NVO,adjusted_drop,buy,"Market-adjusted drop -13.80% (stock -14.64%, market -0.85%)",48.52,46.25,win,loss,-20.42,-21.48,4,
2026-04-24,NVO,gap_and_go,buy,Gap up +4.0% on 1.6x volume,41.17,40.76,win,win,9.76,-2.6,4,7
2026-04-30,NVO,rel_strength,buy,"New 20-day high (+1.9% above prev, 1.6x vol)",42.22,43.31,win,win,2.49,-0.48,4,7
2026-05-06,NVO,gap_and_go,buy,Gap up +3.2% on 1.8x volume,45.76,46.55,loss,loss,-2.23,-6.04,,
2026-01-26,CLSK,adjusted_drop,buy,"Market-adjusted drop -9.77% (stock -9.26%, market +0.51%)",12.44,12.44,win,win,-25.4,-33.6,1,2
2026-01-26,CLSK,sector_drop,buy,"Sector-adjusted drop -9.99% (stock -9.26%, XLU +0.73%)",12.44,12.44,win,win,-25.4,-33.6,1,2
2026-01-26,CLSK,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",12.44,12.44,win,win,-25.4,-33.6,1,2
2026-02-04,CLSK,adjusted_drop,buy,"Market-adjusted drop -9.55% (stock -10.04%, market -0.48%)",10.22,9.62,win,win,8.52,-14.14,2,13
2026-02-04,CLSK,sector_drop,buy,"Sector-adjusted drop -9.67% (stock -10.04%, XLU -0.37%)",10.22,9.62,win,win,8.52,-14.14,2,13
2026-02-04,CLSK,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",10.22,9.62,win,win,8.52,-14.14,2,13
2026-02-17,CLSK,adjusted_drop,buy,"Market-adjusted drop -5.95% (stock -5.79%, market +0.16%)",9.28,9.2,win,win,4.67,-2.93,2,3
2026-02-17,CLSK,sector_drop,buy,"Sector-adjusted drop -5.53% (stock -5.79%, XLU -0.26%)",9.28,9.2,win,win,4.67,-2.93,2,3
2026-02-17,CLSK,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",9.28,9.2,win,win,4.67,-2.93,2,3
2026-04-08,CLSK,macd,buy,MACD bullish crossover (above SMA20),9.88,9.76,win,win,16.5,-1.13,1,3
2026-04-17,CLSK,rel_strength,buy,"New 20-day high (+3.1% above prev, 1.4x vol)",11.97,11.57,win,win,22.68,-3.84,2,5
2026-05-06,CLSK,rel_strength,buy,"New 20-day high (+7.8% above prev, 1.3x vol)",14.5,14.1,win,win,28.62,-12.08,3,10
2026-01-27,PINS,adjusted_drop,buy,"Market-adjusted drop -10.01% (stock -9.61%, market +0.40%)",23.41,23.66,loss,loss,-30.77,-41.5,,
2026-01-27,PINS,sector_drop,buy,"Sector-adjusted drop -8.88% (stock -9.61%, XLC -0.74%)",23.41,23.66,loss,loss,-30.77,-41.5,,
2026-01-27,PINS,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",23.41,23.66,loss,loss,-30.77,-41.5,,
2026-02-11,PINS,adjusted_drop,buy,"Market-adjusted drop -6.08% (stock -6.10%, market -0.02%)",19.09,19.08,loss,loss,3.51,-27.46,,
2026-02-11,PINS,sector_drop,buy,"Sector-adjusted drop -5.38% (stock -6.10%, XLC -0.71%)",19.09,19.08,loss,loss,3.51,-27.46,,
2026-02-11,PINS,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",19.09,19.08,loss,loss,3.51,-27.46,,
2026-03-03,PINS,gap_and_go,buy,Gap up +4.9% on 1.7x volume,19.1,19.1,loss,loss,-3.72,-6.65,,
2026-04-15,PINS,rel_strength,buy,"New 20-day high (+6.6% above prev, 1.5x vol)",20.27,20.5,win,win,3.22,-6.59,14,14
2026-05-05,PINS,volume_spike,buy,Volume spike 4.2x (dip in uptrend),22.28,21.73,loss,loss,-7.82,-17.07,,
2026-05-05,PINS,gap_and_go,buy,Gap up +18.5% on 4.2x volume,22.28,21.73,loss,loss,-7.82,-17.07,,
2026-05-05,PINS,rel_strength,buy,"New 20-day high (+16.9% above prev, 4.2x vol)",22.28,21.73,loss,loss,-7.82,-17.07,,
2026-05-05,PINS,confluence,buy,"Confluence (2): gap_and_go, rel_strength",22.28,21.73,loss,loss,-7.82,-17.07,,
2026-05-06,PINS,adjusted_drop,buy,"Market-adjusted drop -6.42% (stock -5.03%, market +1.39%)",21.16,21.31,win,loss,-3.09,-15.43,1,
2026-05-06,PINS,sector_drop,buy,"Sector-adjusted drop -6.51% (stock -5.03%, XLC +1.49%)",21.16,21.31,win,loss,-3.09,-15.43,1,
2026-02-02,WMT,macd,buy,MACD bullish crossover (above SMA20),123.57,123.16,win,loss,2.51,-2.1,4,
2026-03-31,WMT,macd,buy,MACD bullish crossover (above SMA20),124.04,123.56,win,loss,4.99,-2.0,15,
2026-04-30,GOOG,gap_and_go,buy,Gap up +6.9% on 2.8x volume,381.94,377.98,win,loss,1.45,-0.72,5,
2026-04-30,GOOG,rel_strength,buy,"New 20-day high (+8.3% above prev, 2.8x vol)",381.94,377.98,win,loss,1.45,-0.72,5,
2026-04-30,GOOG,confluence,buy,"Confluence (2): gap_and_go, rel_strength",381.94,377.98,win,loss,1.45,-0.72,5,
2026-01-29,MSTR,adjusted_drop,buy,"Market-adjusted drop -9.43% (stock -9.63%, market -0.20%)",143.19,140.0,win,loss,-6.39,-25.59,1,
2026-02-06,MSTR,gap_and_go,buy,Gap up +7.4% on 2.4x volume,134.93,127.37,win,win,8.07,-7.04,1,15
2026-02-11,MSTR,adjusted_drop,buy,"Market-adjusted drop -5.19% (stock -5.21%, market -0.02%)",126.07,127.57,win,win,9.59,-7.19,2,14
2026-03-04,MSTR,rel_strength,buy,"New 20-day high (+6.6% above prev, 1.5x vol)",146.44,145.04,loss,loss,-4.07,-9.15,,
2026-03-18,MSTR,adjusted_drop,buy,"Market-adjusted drop -5.07% (stock -6.47%, market -1.40%)",140.56,135.02,win,loss,-4.56,-13.79,5,
2026-04-13,MSTR,macd,buy,MACD bullish crossover (above SMA20),132.36,137.93,win,win,33.26,-1.77,3,4
2026-04-17,MSTR,gap_and_go,buy,Gap up +3.8% on 2.9x volume,166.52,162.3,win,win,15.58,-3.81,1,3
2026-04-17,MSTR,rel_strength,buy,"New 20-day high (+16.1% above prev, 2.9x vol)",166.52,162.3,win,win,15.58,-3.81,1,3
2026-04-17,MSTR,confluence,buy,"Confluence (2): gap_and_go, rel_strength",166.52,162.3,win,win,15.58,-3.81,1,3
2026-02-03,PYPL,adjusted_drop,buy,"Market-adjusted drop -19.47% (stock -20.31%, market -0.85%)",41.57,41.47,win,win,13.75,-7.55,13,14
2026-02-03,PYPL,sector_drop,buy,"Sector-adjusted drop -19.39% (stock -20.31%, XLF -0.93%)",41.57,41.47,win,win,13.75,-7.55,13,14
2026-02-03,PYPL,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",41.57,41.47,win,win,13.75,-7.55,13,14
2026-05-05,PYPL,adjusted_drop,buy,"Market-adjusted drop -8.54% (stock -7.74%, market +0.80%)",46.49,46.69,loss,loss,-6.27,-8.04,,
2026-05-05,PYPL,sector_drop,buy,"Sector-adjusted drop -7.76% (stock -7.74%, XLF +0.02%)",46.49,46.69,loss,loss,-6.27,-8.04,,
2026-05-05,PYPL,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",46.49,46.69,loss,loss,-6.27,-8.04,,
2026-01-26,RIOT,adjusted_drop,buy,"Market-adjusted drop -6.58% (stock -6.08%, market +0.51%)",16.23,16.32,win,win,-10.23,-27.63,1,2
2026-01-30,RIOT,sector_drop,buy,"Sector-adjusted drop -8.32% (stock -8.84%, BITO -0.51%)",15.47,15.09,win,win,3.71,-21.74,2,14
2026-02-04,RIOT,adjusted_drop,buy,"Market-adjusted drop -7.34% (stock -7.82%, market -0.48%)",14.14,13.64,win,win,25.29,-13.42,2,3
2026-02-19,RIOT,macd,buy,MACD bullish crossover (above SMA20),16.22,16.19,win,loss,-10.47,-16.21,1,
2026-03-03,RIOT,adjusted_drop,buy,"Market-adjusted drop -6.06% (stock -6.94%, market -0.88%)",15.29,15.71,win,loss,-8.78,-17.19,1,
2026-03-03,RIOT,sector_drop,buy,"Sector-adjusted drop -5.57% (stock -6.94%, BITO -1.36%)",15.29,15.71,win,loss,-8.78,-17.19,1,
2026-03-03,RIOT,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",15.29,15.71,win,loss,-8.78,-17.19,1,
2026-03-25,RIOT,macd,buy,MACD bullish crossover (above SMA20),15.16,14.83,win,win,14.09,-22.45,9,9
2026-04-07,RIOT,macd,buy,MACD bullish crossover (above SMA20),14.19,15.49,win,win,6.97,-1.03,1,2
2026-04-08,RIOT,gap_and_go,buy,Gap up +9.2% on 1.8x volume,16.11,16.0,win,win,-0.13,-4.31,1,4
2026-04-08,RIOT,rel_strength,buy,"New 20-day high (+4.9% above prev, 1.8x vol)",16.11,16.0,win,win,-0.13,-4.31,1,4
2026-04-08,RIOT,confluence,buy,"Confluence (2): gap_and_go, rel_strength",16.11,16.0,win,win,-0.13,-4.31,1,4
2026-04-28,RIOT,adjusted_drop,buy,"Market-adjusted drop -8.87% (stock -9.35%, market -0.49%)",16.57,16.57,win,win,36.7,-7.58,3,3
2026-04-28,RIOT,sector_drop,buy,"Sector-adjusted drop -8.60% (stock -9.35%, BITO -0.76%)",16.57,16.57,win,win,36.7,-7.58,3,3
2026-04-28,RIOT,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",16.57,16.57,win,win,36.7,-7.58,3,3
2026-05-01,RIOT,gap_and_go,buy,Gap up +7.4% on 1.7x volume,18.5,18.62,win,win,31.53,-2.47,2,3
2026-05-01,RIOT,rel_strength,buy,"New 20-day high (+2.2% above prev, 1.7x vol)",18.5,18.62,win,win,31.53,-2.47,2,3
2026-05-05,RIOT,macd,buy,MACD bullish crossover (above SMA20),20.35,22.4,win,win,20.27,-2.99,1,4
2026-02-02,WFC,macd,buy,MACD bullish crossover (above SMA20),91.3,91.73,loss,loss,-8.33,-10.61,,
2026-04-14,WFC,volume_spike,buy,Volume spike 2.1x (dip in uptrend),81.24,80.46,loss,loss,-1.27,-2.36,,
2026-04-14,WFC,adjusted_drop,buy,"Market-adjusted drop -6.92% (stock -5.70%, market +1.22%)",81.24,80.46,loss,loss,-1.27,-2.36,,
2026-04-14,WFC,sector_drop,buy,"Sector-adjusted drop -5.93% (stock -5.70%, XLF +0.23%)",81.24,80.46,loss,loss,-1.27,-2.36,,
2026-04-14,WFC,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",81.24,80.46,loss,loss,-1.27,-2.36,,
2026-04-30,WFC,macd,buy,MACD bullish crossover (above SMA20),81.76,81.78,loss,loss,-7.17,-11.01,,
2026-01-30,QS,adjusted_drop,buy,"Market-adjusted drop -9.90% (stock -10.20%, market -0.30%)",8.85,8.82,win,loss,-22.34,-24.38,6,
2026-02-09,QS,gap_and_go,buy,Gap up +11.1% on 1.8x volume,9.17,9.07,loss,loss,-27.89,-28.89,,
2026-02-12,QS,adjusted_drop,buy,"Market-adjusted drop -10.42% (stock -11.96%, market -1.54%)",7.76,7.9,loss,loss,-15.32,-18.35,,
2026-04-15,QS,rel_strength,buy,"New 20-day high (+1.3% above prev, 1.8x vol)",7.17,7.58,win,win,4.88,-13.59,6,6
2026-04-16,QS,gap_and_go,buy,Gap up +5.7% on 1.9x volume,7.04,7.24,win,win,1.52,-9.53,5,5
2026-04-23,QS,volume_spike,buy,Volume spike 9.9x (dip in uptrend),7.41,7.5,win,win,14.67,-12.67,1,1
2026-04-23,QS,rel_strength,buy,"New 20-day high (+27.3% above prev, 9.9x vol)",7.41,7.5,win,win,14.67,-12.67,1,1
2026-05-07,QS,adjusted_drop,buy,"Market-adjusted drop -7.24% (stock -7.55%, market -0.31%)",7.35,7.38,win,win,21.68,-3.39,2,2
2026-01-29,OXY,rel_strength,buy,"New 20-day high (+3.9% above prev, 1.6x vol)",45.21,45.03,win,win,14.59,-4.27,9,14
2026-02-18,OXY,macd,buy,MACD bullish crossover (above SMA20),46.89,49.52,win,win,12.23,-0.28,3,8
2026-02-19,OXY,gap_and_go,buy,Gap up +5.6% on 3.2x volume,51.29,51.18,win,win,14.13,-3.13,7,15
2026-02-19,OXY,rel_strength,buy,"New 20-day high (+9.5% above prev, 3.2x vol)",51.29,51.18,win,win,14.13,-3.13,7,15
2026-02-19,OXY,confluence,buy,"Confluence (2): gap_and_go, rel_strength",51.29,51.18,win,win,14.13,-3.13,7,15
2026-02-20,OXY,earnings_drift,buy,"Post-catalyst drift: gap +5.6%, move +0.6%",51.6,52.0,win,win,11.3,-4.67,6,14
2026-03-02,OXY,volume_spike,buy,Volume spike 2.6x (dip in uptrend),53.95,54.76,win,win,10.14,-4.95,8,13
2026-03-02,OXY,gap_and_go,buy,Gap up +6.1% on 2.6x volume,53.95,54.76,win,win,10.14,-4.95,8,13
2026-03-02,OXY,rel_strength,buy,"New 20-day high (+5.6% above prev, 2.6x vol)",53.95,54.76,win,win,10.14,-4.95,8,13
2026-03-02,OXY,confluence,buy,"Confluence (2): gap_and_go, rel_strength",53.95,54.76,win,win,10.14,-4.95,8,13
2026-03-12,OXY,rel_strength,buy,"New 20-day high (+5.5% above prev, 2.2x vol)",58.41,57.7,win,win,9.13,-1.72,5,10
2026-04-01,OXY,adjusted_drop,buy,"Market-adjusted drop -5.01% (stock -4.26%, market +0.75%)",62.23,64.6,loss,loss,-10.48,-19.57,,
2026-04-14,OXY,adjusted_drop,buy,"Market-adjusted drop -5.83% (stock -4.62%, market +1.22%)",55.38,55.45,win,loss,7.02,-6.29,10,
2026-04-29,OXY,macd,buy,MACD bullish crossover (above SMA20),60.76,59.59,loss,loss,-1.21,-11.08,,
2026-05-06,OXY,adjusted_drop,buy,"Market-adjusted drop -8.50% (stock -7.11%, market +1.39%)",55.12,53.91,win,win,6.33,-1.71,6,7
2026-01-26,FCX,gap_and_go,buy,Gap up +5.0% on 1.6x volume,61.04,61.36,win,win,-0.67,-5.32,2,3
2026-01-26,FCX,rel_strength,buy,"New 20-day high (+2.3% above prev, 1.6x vol)",61.04,61.36,win,win,-0.67,-5.32,2,3
2026-01-26,FCX,confluence,buy,"Confluence (2): gap_and_go, rel_strength",61.04,61.36,win,win,-0.67,-5.32,2,3
2026-01-29,FCX,volume_spike,buy,Volume spike 2.3x (dip in uptrend),64.99,61.6,win,loss,4.21,-5.69,3,
2026-01-30,FCX,adjusted_drop,buy,"Market-adjusted drop -7.23% (stock -7.52%, market -0.30%)",60.1,59.75,win,win,9.47,-2.76,2,9
2026-01-30,FCX,sector_drop,buy,"Sector-adjusted drop -6.06% (stock -7.52%, XLB -1.46%)",60.1,59.75,win,win,9.47,-2.76,2,9
2026-02-24,FCX,macd,buy,MACD bullish crossover (above SMA20),67.73,68.85,loss,loss,-15.81,-19.57,,
2026-03-31,FCX,macd,buy,MACD bullish crossover (above SMA20),58.65,60.62,win,win,16.07,-2.81,5,7
2026-04-23,FCX,adjusted_drop,buy,"Market-adjusted drop -12.23% (stock -12.62%, market -0.39%)",61.48,62.07,win,win,6.56,-10.6,13,14
2026-04-23,FCX,sector_drop,buy,"Sector-adjusted drop -12.58% (stock -12.62%, XLB -0.04%)",61.48,62.07,win,win,6.56,-10.6,13,14
2026-04-23,FCX,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",61.48,62.07,win,win,6.56,-10.6,13,14
2026-05-11,FCX,macd,buy,MACD bullish crossover (above SMA20),64.37,63.61,win,win,12.75,-8.35,2,15
2026-02-05,QCOM,adjusted_drop,buy,"Market-adjusted drop -7.21% (stock -8.46%, market -1.25%)",135.43,136.0,win,loss,4.01,-1.16,8,
2026-02-05,QCOM,sector_drop,buy,"Sector-adjusted drop -6.65% (stock -8.46%, XLK -1.80%)",135.43,136.0,win,loss,4.01,-1.16,8,
2026-02-05,QCOM,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",135.43,136.0,win,loss,4.01,-1.16,8,
2026-04-24,QCOM,gap_and_go,buy,Gap up +8.7% on 3.0x volume,148.85,156.31,win,win,28.9,-7.88,4,4
2026-04-24,QCOM,rel_strength,buy,"New 20-day high (+9.4% above prev, 3.0x vol)",148.85,156.31,win,win,28.9,-7.88,4,4
2026-04-24,QCOM,confluence,buy,"Confluence (2): gap_and_go, rel_strength",148.85,156.31,win,win,28.9,-7.88,4,4
2026-04-27,QCOM,volume_spike,buy,Volume spike 4.0x (dip in uptrend),150.26,145.08,win,win,40.36,-0.74,2,3
2026-04-27,QCOM,earnings_drift,buy,"Post-catalyst drift: gap +8.7%, move +0.9%",150.26,145.08,win,win,40.36,-0.74,2,3
2026-05-06,QCOM,gap_and_go,buy,Gap up +4.6% on 1.6x volume,192.57,190.67,win,win,27.6,-1.59,1,1
2026-05-06,QCOM,rel_strength,buy,"New 20-day high (+5.5% above prev, 1.6x vol)",192.57,190.67,win,win,27.6,-1.59,1,1
2026-05-06,QCOM,confluence,buy,"Confluence (2): gap_and_go, rel_strength",192.57,190.67,win,win,27.6,-1.59,1,1
2026-03-17,UBER,gap_and_go,buy,Gap up +3.7% on 1.7x volume,77.79,77.43,loss,loss,-6.52,-11.58,,
2026-03-17,UBER,rel_strength,buy,"New 20-day high (+1.3% above prev, 1.7x vol)",77.79,77.43,loss,loss,-6.52,-11.58,,
2026-03-17,UBER,confluence,buy,"Confluence (2): gap_and_go, rel_strength",77.79,77.43,loss,loss,-6.52,-11.58,,
2026-05-06,UBER,macd,buy,MACD bullish crossover (above SMA20),79.17,79.82,loss,loss,-11.16,-12.83,,
2026-05-06,UBER,gap_and_go,buy,Gap up +6.2% on 2.4x volume,79.17,79.82,loss,loss,-11.16,-12.83,,
2026-05-06,UBER,rel_strength,buy,"New 20-day high (+1.7% above prev, 2.4x vol)",79.17,79.82,loss,loss,-11.16,-12.83,,
2026-05-06,UBER,confluence,buy,"Confluence (2): gap_and_go, rel_strength",79.17,79.82,loss,loss,-11.16,-12.83,,
2026-01-26,CLF,adjusted_drop,buy,"Market-adjusted drop -7.60% (stock -7.09%, market +0.51%)",14.02,13.89,win,loss,-24.26,-28.44,6,
2026-01-26,CLF,sector_drop,buy,"Sector-adjusted drop -7.21% (stock -7.09%, XLB +0.12%)",14.02,13.89,win,loss,-24.26,-28.44,6,
2026-01-26,CLF,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",14.02,13.89,win,loss,-24.26,-28.44,6,
2026-02-06,CLF,macd,buy,MACD bullish crossover (above SMA20),14.73,13.1,loss,loss,-12.98,-24.12,,
2026-02-09,CLF,adjusted_drop,buy,"Market-adjusted drop -16.91% (stock -16.43%, market +0.48%)",12.31,12.09,win,loss,-8.35,-17.78,1,
2026-02-09,CLF,sector_drop,buy,"Sector-adjusted drop -17.73% (stock -16.43%, XLB +1.30%)",12.31,12.09,win,loss,-8.35,-17.78,1,
2026-02-09,CLF,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",12.31,12.09,win,loss,-8.35,-17.78,1,
2026-04-21,CLF,adjusted_drop,buy,"Market-adjusted drop -5.51% (stock -6.17%, market -0.65%)",9.13,9.2,win,win,17.28,-2.28,2,4
2026-04-21,CLF,sector_drop,buy,"Sector-adjusted drop -5.29% (stock -6.17%, XLB -0.88%)",9.13,9.2,win,win,17.28,-2.28,2,4
2026-04-21,CLF,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",9.13,9.2,win,win,17.28,-2.28,2,4
2026-04-27,CLF,gap_and_go,buy,Gap up +5.7% on 2.8x volume,10.61,10.44,win,loss,2.11,-5.17,7,
2026-04-27,CLF,rel_strength,buy,"New 20-day high (+9.3% above prev, 2.8x vol)",10.61,10.44,win,loss,2.11,-5.17,7,
2026-03-12,SLB,adjusted_drop,buy,"Market-adjusted drop -5.98% (stock -7.49%, market -1.52%)",44.56,44.47,win,win,11.18,-2.07,5,7
2026-03-12,SLB,sector_drop,buy,"Sector-adjusted drop -8.42% (stock -7.49%, XLE +0.93%)",44.56,44.47,win,win,11.18,-2.07,5,7
2026-03-12,SLB,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",44.56,44.47,win,win,11.18,-2.07,5,7
2026-03-23,SLB,macd,buy,MACD bullish crossover (above SMA20),49.25,49.03,win,win,5.02,-0.39,2,5
2026-04-24,SLB,rel_strength,buy,"New 20-day high (+2.5% above prev, 1.5x vol)",56.15,56.12,loss,loss,-1.32,-6.04,,
2026-02-04,BSX,adjusted_drop,buy,"Market-adjusted drop -17.11% (stock -17.59%, market -0.48%)",75.5,77.35,loss,loss,-2.07,-6.02,,
2026-02-04,BSX,sector_drop,buy,"Sector-adjusted drop -18.85% (stock -17.59%, XLV +1.25%)",75.5,77.35,loss,loss,-2.07,-6.02,,
2026-02-04,BSX,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",75.5,77.35,loss,loss,-2.07,-6.02,,
2026-04-22,BSX,gap_and_go,buy,Gap up +5.0% on 2.4x volume,64.87,65.57,loss,loss,-19.08,-19.46,,
2026-02-11,LYFT,adjusted_drop,buy,"Market-adjusted drop -16.95% (stock -16.97%, market -0.02%)",13.99,13.98,loss,loss,-5.76,-8.26,,
2026-02-11,LYFT,sector_drop,buy,"Sector-adjusted drop -16.49% (stock -16.97%, XLY -0.48%)",13.99,13.98,loss,loss,-5.76,-8.26,,
2026-02-11,LYFT,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",13.99,13.98,loss,loss,-5.76,-8.26,,
2026-02-13,ET,macd,buy,MACD bullish crossover (above SMA20),18.43,18.38,loss,loss,-0.59,-2.41,,
2026-02-13,ET,rel_strength,buy,"New 20-day high (+2.3% above prev, 1.7x vol)",18.43,18.38,loss,loss,-0.59,-2.41,,
2026-03-24,ET,macd,buy,MACD bullish crossover (above SMA20),18.88,18.83,loss,loss,-2.35,-3.39,,
2026-04-28,ET,macd,buy,MACD bullish crossover (above SMA20),19.08,19.17,win,loss,6.37,-0.26,5,
2026-04-30,ET,rel_strength,buy,"New 20-day high (+1.9% above prev, 1.9x vol)",19.85,19.83,loss,loss,0.92,-3.47,,
2026-01-26,ASTS,adjusted_drop,buy,"Market-adjusted drop -8.25% (stock -7.74%, market +0.51%)",104.78,106.28,win,win,-21.88,-25.86,1,2
2026-02-04,ASTS,adjusted_drop,buy,"Market-adjusted drop -10.11% (stock -10.59%, market -0.48%)",103.5,98.6,win,loss,-13.02,-20.99,2,
2026-02-12,ASTS,adjusted_drop,buy,"Market-adjusted drop -13.62% (stock -15.17%, market -1.54%)",82.22,82.14,win,win,8.93,-6.05,3,12
2026-03-04,ASTS,macd,buy,MACD bullish crossover (above SMA20),104.89,103.03,loss,loss,-6.77,-19.59,,
2026-03-05,ASTS,adjusted_drop,buy,"Market-adjusted drop -9.96% (stock -10.52%, market -0.56%)",93.86,91.54,win,loss,-4.02,-9.49,1,
2026-03-26,ASTS,adjusted_drop,buy,"Market-adjusted drop -6.75% (stock -8.54%, market -1.79%)",87.86,89.44,win,win,-4.37,-19.67,6,6
2026-04-06,ASTS,macd,buy,MACD bullish crossover (above SMA20),94.81,93.1,win,win,-17.08,-21.05,2,6
2026-04-09,ASTS,adjusted_drop,buy,"Market-adjusted drop -5.60% (stock -5.03%, market +0.58%)",91.61,92.85,win,win,-20.41,-27.31,1,3
2026-04-14,ASTS,gap_and_go,buy,Gap up +4.0% on 2.7x volume,88.57,88.85,loss,loss,-28.11,-28.61,,
2026-04-17,ASTS,adjusted_drop,buy,"Market-adjusted drop -7.16% (stock -5.95%, market +1.21%)",85.53,74.1,win,win,1.28,-14.4,1,2
2026-05-11,ASTS,macd,buy,MACD bullish crossover (above SMA20),82.55,73.43,win,win,60.93,-4.78,1,3
2026-05-11,ASTS,gap_and_go,buy,Gap up +4.0% on 2.1x volume,82.55,73.43,win,win,60.93,-4.78,1,3
2026-04-30,CMG,gap_and_go,buy,Gap up +6.4% on 2.4x volume,33.99,34.0,loss,loss,-3.53,-6.97,,
2026-01-29,DVN,rel_strength,buy,"New 20-day high (+3.3% above prev, 1.6x vol)",39.73,39.4,win,win,12.07,-1.21,4,4
2026-03-09,DVN,volume_spike,buy,Volume spike 2.3x (dip in uptrend),44.59,44.25,win,win,16.43,-2.36,5,8
2026-03-13,DVN,macd,buy,MACD bullish crossover (above SMA20),46.25,46.0,win,win,7.93,-0.93,4,7
2026-03-16,DVN,rel_strength,buy,"New 20-day high (+1.1% above prev, 1.5x vol)",46.65,47.15,win,win,5.94,-0.83,3,9
2026-03-20,DVN,volume_spike,buy,Volume spike 3.6x (dip in uptrend),48.66,47.5,win,win,-0.48,-5.05,2,5
2026-03-31,DVN,adjusted_drop,buy,"Market-adjusted drop -5.24% (stock -2.33%, market +2.91%)",50.32,49.1,loss,loss,-4.03,-14.62,,
